,repo,file path,code,variables,called paragraphs,LOC,summary,Linked Programs,Called Programs,File Calls,granite generated summary,function name,refined summary2,reference coverage,hallucination detection
92,walmartlabs_zECS,X-COBOL/X-COBOL/COBOL_Files/walmartlabs_zECS/ZECS000.cbl,"       1200-ENQ.
           EXEC CICS ENQ RESOURCE(ZC-EXPIRE-ENQ)
                LENGTH(LENGTH OF  ZC-EXPIRE-ENQ)
                NOHANDLE
                NOSUSPEND
                TASK
           END-EXEC.

           IF  EIBRESP EQUAL DFHRESP(ENQBUSY)
               PERFORM 8000-RESTART    THRU 8000-EXIT
               PERFORM 9000-RETURN     THRU 9000-EXIT.","       01  ZC-EXPIRE-ENQ.
","['8000-RESTART', '9000-EXIT', '8000-EXIT', '9000-RETURN']",10,Issue ENQ to serialize the expiration process.,,,,"### Response:
The code inside the <CODE> and </CODE> tags is a COBOL program that uses the CICS (Customer Information Control System) transaction processing system to restart a transaction. It moves the length of a parameter (ZC-PARM) into another variable (ZC-LENGTH), and then uses the CICS START TRANSID statement to initiate a new transaction with a specified transaction ID (EIBTRNID). The transaction will run every 1500 seconds, and it will retrieve data from the ZC-PARM parameter with a length of ZC-LENGTH. The NOHANDLE option ensures that the transaction does not generate a handle that can be used to refer to it later.",1200-ENQ,"This COBOL code is part of a larger program that is used to manage resources in a mainframe environment. The code uses the EXEC CICS statement to perform an enqueue operation on a resource named ZC-EXPIRE-ENQ. The LENGTH parameter specifies the length of the enqueue operation, and the NOHANDLE and NOSUSPEND options indicate that no handle is required and that the enqueue operation should not be suspended.

If the enqueue operation is busy, the code performs a restart operation and then returns. The restart operation is performed using the PERFORM statement, which is followed by the name of the restart operation (8000-RESTART) and the THRU keyword, indicating that the restart operation should continue until it reaches the program termination point (8000-EXIT).

After the restart operation, the code performs a return operation using the PERFORM statement, which is followed by the name of the return operation (9000-RETURN) and the THRU keyword, indicating that the return operation should continue until it reaches the program termination point (9000-EXIT).",0.75,1
53,Martinfx_Cobol,X-COBOL/X-COBOL/COBOL_Files/Martinfx_Cobol/While.cbl,"       MAIN-PROCEDURE.

           PERFORM WHILE-LOOP.
           GOBACK.

           WHILE-LOOP SECTION.
           PERFORM UNTIL W-I <= 0
             DISPLAY W-I
             COMPUTE W-I = W-I - 1
           END-PERFORM.","       01 W-I PIC 99 VALUE 20.
",['WHILE-LOOP'],9,Program demonstration while loop,,,,"### Response:
This code is written in COBOL, which is a programming language used for business applications. It contains a while loop that will continue to execute as long as the value of variable W-I is greater than zero. Inside the loop, it displays the current value of W-I and then decreases its value by one. The loop will stop when W-I becomes less than or equal to zero.",MAIN-PROCEDURE,"The COBOL code above is a simple program that contains a while loop. The while loop will continue to execute as long as the condition is true. The loop will execute the code within the loop and then check the condition again. If the condition is still true, the loop will execute again. If the condition is false, the program will move to the next line of code after the loop.",1,1
18,IBM_example-health-apis,X-COBOL/X-COBOL/COBOL_Files/IBM_example-health-apis/HCMRESTW.cbl,"       GET-RESID.
           MOVE ' ' TO WS-RESID
           EXEC CICS GET CONTAINER('DFHWS-URIMAPPATH')
                         INTO(WS-RESID)
                         RESP(RESP)
                         RESP2(RESP2)
           END-EXEC
           IF RESP NOT = DFHRESP(NORMAL) THEN
              DISPLAY 'Cannot get URIMAP container.'
           ELSE
              UNSTRING WS-RESID DELIMITED BY '/'
                  INTO WS-FIELD1, WS-FIELD2, WS-FIELD3
              DISPLAY 'URIMAP in WS-resid is:' WS-RESID
              MOVE WS-RESID TO WS-RESID2
              UNSTRING WS-RESID2 DELIMITED BY '*'
                  INTO WS-FIELD4, WS-FIELD5
           END-IF
           MOVE ' ' TO WS-RESID
           EXEC CICS GET CONTAINER('DFHWS-URI-QUERY')
                         INTO(WS-RESID)
                         RESP(RESP)
                         RESP2(RESP2)
           END-EXEC
           IF RESP NOT = DFHRESP(NORMAL) THEN
              DISPLAY 'Cannot get QUERY container.'
           ELSE
              DISPLAY 'QUERY in WS-RESID is:' WS-RESID
           END-IF
           MOVE ' ' TO WS-RESID
           EXEC CICS GET CONTAINER('DFHWS-URI-RESID')
                         INTO(WS-RESID)
                         RESP(RESP)
                         RESP2(RESP2)
           END-EXEC
           IF RESP NOT = DFHRESP(NORMAL)
           THEN
              EXEC CICS ABEND
                     ABCODE('RESA')
              END-EXEC
           ELSE
               DISPLAY 'RESID container is ' WS-resid
               MOVE ' ' TO WS-FIELD1 WS-FIELD2 WS-FIELD3
               UNSTRING WS-RESID DELIMITED BY '/'
                  INTO WS-FIELD1, WS-FIELD2, WS-FIELD3
               DISPLAY 'After unstring, WS-FIELD1 is: ' WS-FIELD1
           END-IF.","       01 WS-RESID                   PIC X(100).

       01 WS-RESID2                  PIC X(100).

       77 WS-FIELD1                  PIC X(10).

       77 WS-FIELD2                  PIC X(3).

       77 WS-FIELD3                  PIC X(3).

       77 WS-FIELD4                  PIC X(30).

       77 WS-FIELD5                  PIC X(30).

       77 RESP                       PIC S9(8) COMP-5 SYNC.

       77 RESP2                      PIC S9(8) COMP-5 SYNC.
",[],47,Get containers,,,,"<Explanation>
This code is used to retrieve the value of two different containers, ""DFHWS-URIMAPPATH"" and ""DFHWS-URI-QUERY"", using the CICS GET CONTAINER statement. The retrieved values are stored in the variables WS-RESID and WS-RESID2, respectively. 

If the response code (RESP) from the CICS GET CONTAINER statement is not equal to the normal response code (DFHRESP(NORMAL)), an error message is displayed. Otherwise, the value of WS-RESID is displayed and then copied to WS-RESID2. 

The value of WS-RESID2 is then unstringed into five fields (WS-FIELD1 through WS-FIELD5) using the UNSTRING statement with a delimiter of '/'. Finally, the value of WS-FIELD1 is displayed.",GET-RESID,"The COBOL code is used to retrieve data from CICS (Customer Information Control System) containers. The code first retrieves the URIMAP container and stores the result in the WS-RESID variable. If the response is not normal, it displays an error message. Otherwise, it unstrings the WS-RESID variable and stores the result in WS-FIELD1, WS-FIELD2, and WS-FIELD3. It then retrieves the QUERY container and displays the result. Finally, it retrieves the RESID container and displays the result. If the response is not normal, it executes an ABEND (abnormal end) command.",1,1
61,brazilofmux_gnucobol,X-COBOL/X-COBOL/COBOL_Files/brazilofmux_gnucobol/isvaliddate.cbl,"0100-main.
    move 'N' to ivd-valid.
    if (   -27256 <= ivd-year) and (ivd-year <= 30826)
       and (1 <= ivd-month) and (ivd-month <= 12)
       and (1 <= ivd-day-of-month)
       and (ivd-day-of-month <= ivd-days-in-month(ivd-month))

        if (ivd-month not equal 2) or (ivd-day-of-month not equal 29) or (isleapyear(ivd-year) = 'Y')
            move 'Y' to ivd-valid
        end-if
    end-if.
    goback.","       01  ivd-days-in-month-table redefines ivd-days-in-month-values.

           05  ivd-days-in-month   occurs 12 times pic 99 comp-5.

       01  ivd-year            pic s9(5) comp-5.

       01  ivd-month           pic 99    comp-5.

       01  ivd-day-of-month    pic 99    comp-5.

       01  ivd-valid           pic x.
",[],11,The following code determines whether a given date is a valid one or not. This test guarantees that the given date will be convertible to a 'linear' day number without the overhead of actually calculating it.,,,,"### Response:
This code is used to validate a date in the Gregorian calendar. It checks that the year is between -27256 and 30826, the month is between 4 and 12, and the day of the month is valid for the given month and year. If all these conditions are met, then the date is considered valid.",0100-main,"This COBOL code checks if a given date is valid. It checks if the year is between -27256 and 30826, the month is between 1 and 12, and the day of the month is between 1 and the number of days in the month. It also checks if the date is a leap year. If all these conditions are met, the code sets the ivd-valid variable to 'Y', indicating that the date is valid.",0.5,1
16,IBM_example-health-apis,X-COBOL/X-COBOL/COBOL_Files/IBM_example-health-apis/HCMRESTW.cbl,"       GET-REQUEST-ROOT-DATA.

           EXEC CICS GET CONTAINER('DFHWS-DATA')
                         INTO(JSON-REST-DATA)
                         RESP(RESP)
                         RESP2(RESP2)
           END-EXEC.
           IF RESP NOT = DFHRESP(NORMAL)
           THEN
              PERFORM GENERIC-ABEND
           END-IF.","       01 JSON-REST-DATA.

       77 RESP                       PIC S9(8) COMP-5 SYNC.

       77 RESP2                      PIC S9(8) COMP-5 SYNC.
",['GENERIC-ABEND'],10,Retrieve the content of the root container of the request tree,,,,"### Response:
This code is written in COBOL, which is a programming language used for business applications. The code defines an exception handler named ""GENERIC-ABEND"" that is executed when an unexpected response code (defined by the variable ""UNEXPECTED-RESP-ABCODE"") is received from a system service. The ""ABEND"" statement invokes the CICS (Customer Information Control System) subroutine ""ABEND"", passing the value of ""UNEXPECTED-RESP-ABCODE"" as the parameter ""ABCODE"". This subroutine is responsible for handling abnormal program terminations and typically logs error messages and performs cleanup tasks.",GET-REQUEST-ROOT-DATA,"The COBOL code is a subroutine named GET-REQUEST-ROOT-DATA. It uses the CICS GET CONTAINER statement to retrieve data from a container named 'DFHWS-DATA' and store it in the JSON-REST-DATA variable. The RESP and RESP2 variables are used to store the response codes from the CICS GET CONTAINER statement. If the response code is not equal to the normal response code (DFHRESP(NORMAL)), the code performs a generic abend.",0.75,1
19,IBM_example-health-apis,X-COBOL/X-COBOL/COBOL_Files/IBM_example-health-apis/HCMRESTW.cbl,"       GENERIC-ABEND.

           EXEC CICS ABEND
                     ABCODE(UNEXPECTED-RESP-ABCODE)
           END-EXEC.","       77 RESP                       PIC S9(8) COMP-5 SYNC.

       77 UNEXPECTED-RESP-ABCODE      PIC X(04) VALUE 'ERRS'.
",[],4,Generic abend,,,,"### Response:
This code is written in COBOL, which is a programming language used for business applications. The code defines an exception handler named ""GENERIC-ABEND"" that is executed when an unexpected response code (defined by the variable ""UNEXPECTED-RESP-ABCODE"") is received from a system service. The ""ABEND"" statement invokes the CICS (Customer Information Control System) subroutine ""ABEND"", passing the value of ""UNEXPECTED-RESP-ABCODE"" as the parameter ""ABCODE"". This subroutine is responsible for handling abnormal program terminations and typically logs error messages and performs cleanup tasks.",GENERIC-ABEND,"This COBOL code is a generic abend that is executed when an unexpected response code is received. The ABCODE is set to 'ERRS', which indicates an error condition.",1,1
121,walmartlabs_zECS,X-COBOL/X-COBOL/COBOL_Files/walmartlabs_zECS/ZECS001.cbl,"       1320-CLEAR.
           IF WEB-QUERYSTRING-LENGTH EQUAL SEVEN
               UNSTRING WEB-QUERYSTRING(1:WEB-QUERYSTRING-LENGTH)
               DELIMITED BY ALL '='
               INTO QUERY-TEXT
                    CLEAR-TEXT
               PERFORM 1325-CLEAR-TYPE     THRU 1325-EXIT
               IF  CLEAR-TEXT EQUAL '*'
                   EXEC CICS XCTL PROGRAM(ZECS003)
                        COMMAREA(ZECS003-COMM-AREA)
                        NOHANDLE
                   END-EXEC.","       01  ZECS003                PIC  X(08) VALUE 'ZECS003 '.

       01  SEVEN                  PIC S9(08) COMP VALUE  7.

       01  ZECS003-COMM-AREA.

       01  QUERY-TEXT             PIC  X(10) VALUE SPACES.

       01  CLEAR-TEXT             PIC  X(01) VALUE SPACES.

       01  WEB-QUERYSTRING-LENGTH PIC S9(08) COMP VALUE 256.

       01  WEB-QUERYSTRING        PIC X(256) VALUE SPACES.
","['1325-EXIT', '1325-CLEAR-TYPE']",11,"Process CLEAR query string for DELETE. When CLEAR is set to '' only, XCTL to ZECS003.",,,,"### Response:
This code snippet is written in COBOL, which is a programming language used for business applications. The code appears to be part of a larger program that includes a data division and a procedure division.

In the data division, there are two items defined: an integer variable named ""EXIT"" with a value of 1325, and a paragraph named ""EXIT."" In the procedure division, there is a statement that simply says ""EXIT.""

Based on this information, it seems that the purpose of this code snippet is to define a variable and a paragraph within a COBOL program. The variable ""EXIT"" may be used elsewhere in the program as a reference point or as a parameter for other functions. The paragraph ""EXIT"" could potentially contain additional code or instructions related to the exit process.

Overall, this code snippet provides a basic structure for a COBOL program and demonstrates some of the syntax and elements commonly found in the language.",1320-CLEAR,"This COBOL code is part of a larger program that handles web queries. It checks if the length of the query string is equal to 7, and if so, it unstrings the query string and stores the first part in QUERY-TEXT and the second part in CLEAR-TEXT. It then performs a series of operations based on the value of CLEAR-TEXT, and if it is equal to '*', it executes a CICS transaction.",0.75,1
37,shamrice_COBOL-Roguelike,X-COBOL/X-COBOL/COBOL_Files/shamrice_COBOL-Roguelike/crl_engine.cbl,"       debug-set-full-map-exploration.
           
           perform varying ws-counter-1 
           from 1 by 1 until ws-counter-1 > ws-max-map-height
               perform varying ws-counter-2 
               from 1 by 1 until ws-counter-2 > ws-max-map-width

                   set ws-is-explored(ws-counter-1, ws-counter-2) 
                       to true    

               end-perform 
           end-perform 

           exit paragraph.","       01  red                            constant as 4.

       78  ws-max-map-height              value 25.

       78  ws-max-map-width               value 80.

       01  ws-map-explored-data.

           05  ws-map-explored-y         occurs ws-max-map-height times.

               10  ws-map-explored-x     occurs ws-max-map-width times.

                   15  ws-map-explored        pic a value 'N'.

                       88  ws-is-explored     value 'Y'.

       01  ws-counter-1                 pic 999 comp.

       01  ws-counter-2                 pic 999 comp.
",[],13,Debug paragraph to set the full map as explored.,,,,"### Response:
This code is used to set the entire map exploration to true. It uses two counters, `ws-counter-1` and `ws-counter-2`, to iterate through each cell in the map represented by `ws-map-explored-data`. The `occurs` keyword is used to define the number of times each level of the structure will be repeated. The innermost level, `ws-map-explored`, is initialized with the value `'N'`, which represents that the cell has not been explored yet. The `88` statement is then used to define a condition where `ws-is-explored` is true if `ws-map-explored` is equal to `'Y'`.",debug-set-full-map-exploration,"This COBOL code is used to set a map as fully explored. It uses nested loops to iterate through each cell of the map and sets the ""ws-is-explored"" flag to true for each cell. The map is represented by a 2D array called ""ws-map-explored-data"", and the dimensions of the map are defined by ""ws-max-map-height"" and ""ws-max-map-width"". The code uses two counters, ""ws-counter-1"" and ""ws-counter-2"", to keep track of the current position in the map. The code then exits the paragraph after setting all the cells as explored.",1,1
69,cicsdev_cics-async-api-credit-card-application-example,X-COBOL/X-COBOL/COBOL_Files/cicsdev_cics-async-api-credit-card-application-example/GETADDR.cbl,"       MAINLINE SECTION.


           EXEC CICS GET CONTAINER (INPUT-CONTAINER)
                           INTO    ( ACCOUNT-NUMBER-IN )
                           RESP    ( COMMAND-RESP )
                           RESP2   ( COMMAND-RESP2 )
           END-EXEC

           IF ACCOUNT-NUMBER-IN = '0001'
           THEN
             MOVE '1 HURSLEY PARK, WINCHESTER, UK' TO CUSTOMER-ADDRESS
             MOVE 'SO21 2JN'                       TO CUSTOMER-POSTCODE
           ELSE
             MOVE '123 HIGH STREET, LONDON, UK'    TO CUSTOMER-ADDRESS
             MOVE 'S14 4WG'                        TO CUSTOMER-POSTCODE
           END-IF

           EXEC CICS DELAY FOR SECONDS(5)
           END-EXEC

           EXEC CICS PUT CONTAINER ( GETADDR-CONTAINER )
                           FROM    ( CUSTOMER-ADDRESS )
                           RESP    ( COMMAND-RESP )
                           RESP2   ( COMMAND-RESP2 )
           END-EXEC
           EXEC CICS PUT CONTAINER ( GETPOST-CONTAINER )
                           FROM    ( CUSTOMER-POSTCODE )
                           RESP    ( COMMAND-RESP )
                           RESP2   ( COMMAND-RESP2 )
           END-EXEC
           EXEC CICS RETURN
           END-EXEC.","       1 ACCOUNT-NUMBER-IN.

       1 RETURN-DATA.

         2 CUSTOMER-ADDRESS       PIC X(80) VALUE ' '.

         2 CUSTOMER-POSTCODE      PIC X(8)  VALUE ' '.

       1 CONTAINER-NAMES.

         2 INPUT-CONTAINER    PIC X(16) VALUE 'INPUTCONTAINER  '.

         2 GETADDR-CONTAINER  PIC X(16) VALUE 'GETADDRCONTAINER'.

         2 GETPOST-CONTAINER  PIC X(16) VALUE 'GETPOSTCODE     '.

       1 COMMAND-RESP  PIC S9(8) COMP.

       1 COMMAND-RESP2 PIC S9(8) COMP.
",[],41,"GETADDR - Get the postal address for the customer. An account number is used to retrieve the address for the client as stored locally. The address is then used to call an external address service, via web service, to retrieve a verified and canonicalised address and postcode/zipcode.",,,,"### Response:
This code is written in COBOL and it's used to retrieve customer address and postcode from an input container and store them in output containers. The code first checks if the account number is '0001', and if so, sets the customer address and postcode accordingly. If not, it sets a different address and postcode. Then, it waits for 5 seconds before storing the address and postcode in their respective output containers. Finally, it returns control back to the calling program.",MAINLINE,"This COBOL code is a program that retrieves a customer's address and postcode based on their account number. It uses the CICS GET CONTAINER and PUT CONTAINER commands to retrieve and store the data. The program then uses an IF statement to determine which address and postcode to use based on the account number. Finally, it uses the CICS DELAY command to wait for 5 seconds before completing the program.",0.75,1
93,walmartlabs_zECS,X-COBOL/X-COBOL/COBOL_Files/walmartlabs_zECS/ZECS000.cbl,"       1300-WRITE.
           MOVE EIBTRNID                 TO ZX-KEY.
           MOVE LENGTH OF ZX-RECORD      TO ZX-LENGTH.

           EXEC CICS FORMATTIME
                ABSTIME (CURRENT-ABS)
                TIME    (ZX-TIME)
                YYYYMMDD(ZX-DATE)
                TIMESEP
                DATESEP
                NOHANDLE
           END-EXEC.

           MOVE CURRENT-ABS              TO ZX-ABSTIME.
           MOVE APPLID                   TO ZX-APPLID.
           MOVE EIBTASKN                 TO ZX-TASKID.

           EXEC CICS WRITE
                FILE   (ZX-FCT)
                RIDFLD (ZX-KEY)
                FROM   (ZX-RECORD)
                LENGTH (ZX-LENGTH)
                NOHANDLE
           END-EXEC.

           IF  EIBRESP EQUAL DFHRESP(DUPREC)
               PERFORM 8000-RESTART    THRU 8000-EXIT
               PERFORM 9000-RETURN     THRU 9000-EXIT.","       01  CURRENT-ABS            PIC S9(15) VALUE ZEROES COMP-3.

       01  ZX-FCT                 PIC  X(08) VALUE 'ZCEXPIRE'.

       01  ZX-LENGTH              PIC S9(04) COMP VALUE ZEROES.

       01  ZX-RECORD.

           02  ZX-KEY             PIC  X(04).

           02  ZX-ABSTIME         PIC S9(15) COMP-3 VALUE ZEROES.

           02  ZX-DATE            PIC  X(10).

           02  ZX-TIME            PIC  X(08).

           02  ZX-APPLID          PIC  X(08).

           02  ZX-TASKID          PIC  9(06).

       01  APPLID                 PIC  X(08) VALUE SPACES.
","['8000-RESTART', '9000-EXIT', '8000-EXIT', '9000-RETURN']",27,Issue WRITE to zcEXPIRE control file with default information.,,,['EXECCICSWRIT'],"1300-WRITE.
           MOVE EIBTRNID                 TO ZX-KEY.
           MOVE LENGTH OF ZX-RECORD      TO ZX-LENGTH.
           EXEC CICS FORMATTIME
                ABSTIME (CURRENT-ABS)
                TIME    (ZX-TIME)
                YYYYMMDD(ZX-DATE)
                TIMESEP
                DATESEP
                NOHANDLE
           END-EXEC.
           MOVE CURRENT-ABS              TO ZX-ABSTIME.
           MOVE APPLID                   TO ZX-APPLID.
           MOVE EIBTASKN                 TO ZX-TASKID.
           EXEC CICS WRITE
                FILE   (ZX-FCT)
               RIDFLD (ZX-KEY)
                FROM   (ZX-RECORD)
                LENGTH (ZX-LENGTH)
                NOHANDLE
           END-EXEC.
           IF  EIBRESP EQUAL DFHRESP(DUPREC)
               PERFORM 8000-RESTART    THRU 8000-EXIT
               PERFORM 9000-RETURN     THRU 9000-EXIT.",1300-WRITE,"This COBOL code is responsible for writing data to a CICS file. It moves the transaction ID and the length of the record into variables, then uses EXEC CICS FORMATTIME to convert the current time into a date and time format. It then moves the current time, application ID, and task ID into the record and uses EXEC CICS WRITE to write the record to the specified file. If the response is a duplicate record, it performs a restart and returns.",0.5,1
102,walmartlabs_zECS,X-COBOL/X-COBOL/COBOL_Files/walmartlabs_zECS/ZECS000.cbl,"       7000-GET-URL.

           EXEC CICS DOCUMENT CREATE DOCTOKEN(DC-TOKEN)
                TEMPLATE(ZECS-DC)
                NOHANDLE
           END-EXEC.

           MOVE LENGTH OF DC-CONTROL TO DC-LENGTH.

           IF  EIBRESP EQUAL DFHRESP(NORMAL)
               EXEC CICS DOCUMENT RETRIEVE DOCTOKEN(DC-TOKEN)
                    INTO     (DC-CONTROL)
                    LENGTH   (DC-LENGTH)
                    MAXLENGTH(DC-LENGTH)
                    DATAONLY
                    NOHANDLE
               END-EXEC.

           IF  EIBRESP EQUAL DFHRESP(NORMAL)
           AND DC-LENGTH GREATER THAN TEN
               SUBTRACT TWELVE FROM DC-LENGTH
                             GIVING THE-OTHER-DC-LENGTH

               EXEC CICS WEB PARSE
                    URL(THE-OTHER-DC)
                    URLLENGTH(THE-OTHER-DC-LENGTH)
                    SCHEMENAME(URL-SCHEME-NAME)
                    HOST(URL-HOST-NAME)
                    HOSTLENGTH(URL-HOST-NAME-LENGTH)
                    PORTNUMBER(URL-PORT)
                    NOHANDLE
               END-EXEC.

           IF  EIBRESP NOT EQUAL DFHRESP(NORMAL)
           OR  DC-LENGTH LESS THAN TEN
           OR  DC-LENGTH EQUAL            TEN
               MOVE ACTIVE-SINGLE                 TO DC-TYPE.","       01  TWELVE                 PIC S9(02) VALUE     12 COMP-3.

       01  TEN                    PIC S9(02) VALUE     10 COMP-3.

       01  ZECS-DC.

       01  ACTIVE-SINGLE          PIC  X(02) VALUE 'A1'.

       01  DC-CONTROL.

           02  DC-TYPE            PIC  X(02) VALUE SPACES.

           02  THE-OTHER-DC       PIC X(160) VALUE SPACES.

       01  DC-LENGTH              PIC S9(08) COMP  VALUE ZEROES.

       01  DC-TOKEN               PIC  X(16) VALUE SPACES.

       01  THE-OTHER-DC-LENGTH    PIC S9(08) COMP  VALUE 160.

       01  URL-SCHEME-NAME        PIC  X(16) VALUE SPACES.

       01  URL-SCHEME             PIC S9(08) COMP VALUE ZEROES.

       01  URL-PORT               PIC S9(08) COMP VALUE ZEROES.

       01  URL-HOST-NAME          PIC  X(80) VALUE SPACES.

       01  URL-HOST-NAME-LENGTH   PIC S9(08) COMP VALUE 80.
",[],36,Get URL for deplication process. URL must be in the following format: http://hostname:port,,,,"<Answer>
This code is written in COBOL, which is a programming language used for business applications. It is part of a larger program that retrieves data from a database using the CICS (Customer Information Control System) transaction server. The code first creates a document token using the CICS DocumentCREATE verb, then retrieves the document using the CICS DocumentRetrieve verb. If the response is normal and the length of the retrieved data is greater than ten, it uses the CICS WebParse verb to extract information from a URL contained within the retrieved data. Finally, if any of these operations fail or if the length of the retrieved data is less than or equal to ten, it sets the value of DC-TYPE to ""A1"".",7000-GET-URL,"This COBOL code is used to retrieve a URL and parse it to extract the scheme name, host name, and port number. The code first creates a document token and retrieves the document control using the token. It then checks the length of the document control and, if it is greater than 10, it subtracts 12 from it to get the length of the URL. It then uses the CICS WEB PARSE verb to parse the URL and extract the scheme name, host name, and port number. Finally, it checks the response and length of the document control and sets the document type accordingly.",0.5,1
59,brazilofmux_gnucobol,X-COBOL/X-COBOL/COBOL_Files/brazilofmux_gnucobol/holidays_program_3.cbl,"0100-main.
    compute ld2-max = ld-max - k + 1.
    move floor-divmod(ld2-max, c7) to divmod.
    subtract m from ld-max giving ld.
    move 'Y' to bool.
    goback.","       01  ld2-max                signed-int.

       01  c7           pic s9(8) comp-5 value 7.

       01  divmod.

           05  d            pic s9(8) comp-5.

           05  m            pic s9(8) comp-5.

       01  k                   usage   unsigned-short.

       01  ld-max              usage   signed-int.

       01  result.

           05  ld                  usage   signed-int.

           05  bool              pic x.
",[],7,Returns a requested day of the week where the week ends on a certain date.,,,,"### Response:
This code is calculating the largest divisor (d) and remainder (m) of ld-max divided by 7. It then subtracts m from ld-max to get ld. Finally, it sets bool to 'Y'.",0100-main,"The COBOL code is performing a calculation to determine the value of ld and bool based on the values of ld-max, k, and c7. The code first calculates ld2-max by subtracting k from ld-max and adding 1. Then, it uses the floor-divmod function to divide ld2-max by c7 and store the result in divmod. The m component of divmod is then subtracted from ld-max to obtain ld. Finally, the code sets bool to 'Y' and returns.",0,1
101,walmartlabs_zECS,X-COBOL/X-COBOL/COBOL_Files/walmartlabs_zECS/ZECS000.cbl,"       3220-SYNCPOINT.
           MOVE ZEROES  TO RECORD-COUNT.

           EXEC CICS SYNCPOINT NOHANDLE
           END-EXEC.

           EXEC CICS DELAY INTERVAL(0) NOHANDLE
           END-EXEC.","       01  RECORD-COUNT           PIC S9(04) VALUE      0 COMP-3.
",[],7,Issue SYNCPOINT every TEN records.,,,,"### Response:
This code snippet is written in COBOL and contains two CICS (Customer Information Control System) statements. The first statement, ""MOVE ZEROES TO RECORD-COUNT"", sets the value of the variable ""RECORD-COUNT"" to zero. The second statement, ""EXEC CICS SYNCPOINT NOHANDLE END-EXEC"", issues a CICS Syncpoint request without associating a handle with it. This request causes all pending changes to be flushed from the system's buffers to permanent storage, ensuring data consistency across different CICS regions and applications. The subsequent ""EXEC CICS DELAY INTERVAL(0) NOHANDLE END-EXEC"" statement issues a CICS Delay request with an interval of zero seconds, which effectively suspends processing of any subsequent requests until the completion of the current request or task.",3220-SYNCPOINT,"The COBOL code above is used to implement a synchronization point in a program. The `MOVE ZEROES TO RECORD-COUNT` statement initializes the `RECORD-COUNT` variable to zero. The `EXEC CICS SYNCPOINT NOHANDLE` statement then issues a CICS synchronization point request without associating a handle with the request. Finally, the `EXEC CICS DELAY INTERVAL(0) NOHANDLE` statement issues a CICS delay request with a zero-length interval.",0.5,1
